"Name";"Screen_size";"Video_conf";"Clusters_screen_gpu"
"DELL Precision 7740";"16"">";"External GM";"Gamer GPU (15"">)"
"Acer Predator 17X (GX-792)";"16"">";"External GM";"Gamer GPU (15"">)"
"Lenovo IdeaPad Yoga 3 11";"<12""";"Integrated";"Mini (<12"")"
"Microsoft Surface Book";"13""";"None";"Thin (13""-14"")"
"DELL LATITUDE 3590";"15""";"External MS";"Ex. Mainstream GPU (15"">)"
"Alienware M15";"15""";"External GM";"Gamer GPU (15"">)"
"Lenovo IdeaPad 720s 13";"13""";"Integrated";"Thin (13""-14"")"
"MSI PS42 8RB";"14""";"External MS";"Thin (13""-14"")"
"MSI GL73 8RD";"16"">";"External GM";"Gamer GPU (15"">)"
"DELL XPS 15";"15""";"None";"None"
"MSI GL63 9SC";"15""";"External GM";"Gamer GPU (15"">)"
"Lenovo B51-80";"15""";"None";"None"
"DELL XPS 13 9350";"13""";"Integrated";"Thin (13""-14"")"
"MSI GP73 8RE Leopard";"16"">";"External GM";"Gamer GPU (15"">)"
"DELL Vostro 3558";"15""";"Integrated";"Integrated GPU (15"">)"
"Lenovo Flex 5 15";"15""";"Integrated";"Integrated GPU (15"">)"
"DELL Latitude 3500";"15""";"External MS";"Ex. Mainstream GPU (15"">)"
"ASUS X751SV";"16"">";"External MS";"Ex. Mainstream GPU (15"">)"
"DELL INSPIRON 3565";"15""";"Integrated";"Integrated GPU (15"">)"
"HP EliteBook 735 G6";"13""";"Integrated";"Thin (13""-14"")"
"Lenovo ThinkPad P52";"15""";"External Pro";"Prof. WS"
"Lenovo IdeaPad Flex 2 Pro";"15""";"External MS";"Ex. Mainstream GPU (15"">)"
"Panasonic TOUGHBOOK CF-33";"<12""";"Integrated";"Mini (<12"")"
"HP 17-p000";"16"">";"Integrated";"Integrated GPU (15"">)"
"ASUS K751";"16"">";"None";"None"
"MSI P65 Creator 9SD";"15""";"External GM";"Gamer GPU (15"">)"
"DELL INSPIRON 3542";"15""";"External MS";"Ex. Mainstream GPU (15"">)"
"DELL INSPIRON 7559";"15""";"External GM";"Gamer GPU (15"">)"
"MSI GP65 Leopard 9SE";"15""";"External GM";"Gamer GPU (15"">)"
"HP PAVILION 17-ab200";"16"">";"External GM";"Gamer GPU (15"">)"
"MSI GS65 Stealth 9SG";"15""";"External GM";"Gamer GPU (15"">)"
"MSI GS75 Stealth 9SG";"16"">";"External GM";"Gamer GPU (15"">)"
"DELL Vostro 3578";"15""";"External MS";"Ex. Mainstream GPU (15"">)"
"MSI GP63 8RE Leopard";"15""";"External GM";"Gamer GPU (15"">)"
"Lenovo Yoga C930";"13""";"Integrated";"Thin (13""-14"")"
"MSI GS75 Stealth 8SE";"16"">";"External GM";"Gamer GPU (15"">)"
"Acer ASPIRE E5-571G-539K";"15""";"External MS";"Ex. Mainstream GPU (15"">)"
"Acer ASPIRE E5-573G-39NW";"15""";"None";"None"
"HP PAVILION 15-br000 x360";"15""";"None";"None"
"Lenovo THINKPAD L570";"15""";"Integrated";"Integrated GPU (15"">)"
"Panasonic TOUGHBOOK CF-19 10.4""";"<12""";"Integrated";"Mini (<12"")"
"HP 14-ck1000";"14""";"External MS";"Thin (13""-14"")"
"Acer Extensa EX2511";"15""";"Integrated";"Integrated GPU (15"">)"
"DELL INSPIRON 3576";"15""";"External MS";"Ex. Mainstream GPU (15"">)"
"Alienware 15";"15""";"External GM";"Gamer GPU (15"">)"
"Lenovo IdeaPad Yoga 2 13";"13""";"Integrated";"Thin (13""-14"")"
"HP ZBook 15 G5";"15""";"External Pro";"Prof. WS"
"MSI GT63 Titan 9SG";"15""";"External GM";"Gamer GPU (15"">)"
"Acer Swift 7 (SF714-52T)";"14""";"Integrated";"Thin (13""-14"")"
"MSI GE75 8SE Raider";"16"">";"External GM";"Gamer GPU (15"">)"
"MSI GS65 Stealth Thin 8RE";"15""";"External GM";"Gamer GPU (15"">)"
"DELL Latitude 7300";"13""";"Integrated";"Thin (13""-14"")"
"HP EliteBook 820 G4";"<12""";"Integrated";"Mini (<12"")"
"ASUS ROG Strix GL702VI";"16"">";"External GM";"Gamer GPU (15"">)"
"MSI GT75VR 7RF Titan Pro";"16"">";"External GM";"Gamer GPU (15"">)"
"ASUS ROG SCAR II Edition GL764GW";"16"">";"External GM";"Gamer GPU (15"">)"
"HP ProBook 640 G4";"14""";"Integrated";"Thin (13""-14"")"
"ASUS X556UA";"15""";"Integrated";"Integrated GPU (15"">)"
"MSI P75 Creator 9SD";"16"">";"External GM";"Gamer GPU (15"">)"
"HP EliteBook x360 830 G6";"13""";"Integrated";"Thin (13""-14"")"
"HP Envy 17-ce0000";"16"">";"External MS";"Ex. Mainstream GPU (15"">)"
"Haier LightBook S314";"13""";"Integrated";"Thin (13""-14"")"
"HP 6510b";"14""";"Integrated";"Thin (13""-14"")"
"DELL PRECISION M7520";"15""";"External None";"None"
"ASUS X407UB";"14""";"External MS";"Thin (13""-14"")"
"Acer ASPIRE E5-521-42HT";"15""";"Integrated";"Integrated GPU (15"">)"
"HP ZBook 15u G6";"15""";"External Pro";"Prof. WS"
"Lenovo IdeaPad 300 17";"16"">";"Integrated";"Integrated GPU (15"">)"
"Lenovo ThinkPad L480";"14""";"Integrated";"Thin (13""-14"")"
"MSI GF62 8RE";"15""";"External GM";"Gamer GPU (15"">)"
"DELL XPS 15 9550";"15""";"None";"None"
"HP EliteBook 735 G5";"13""";"Integrated";"Thin (13""-14"")"
"ASUS ZenBook 3 Deluxe UX490UA";"14""";"Integrated";"Thin (13""-14"")"
"ASUS Zenbook BX433FN";"14""";"External MS";"Thin (13""-14"")"
"Acer TravelMate P6 (TMP648-G3-M)";"14""";"Integrated";"Thin (13""-14"")"
"Lenovo B51-30";"15""";"None";"None"
"MSI GE65 Raider 9SF";"15""";"External GM";"Gamer GPU (15"">)"
"ASUS ROG G501VW";"15""";"External None";"None"
"Lenovo Yoga 720 15";"15""";"None";"None"
"HP ZBook 15u G5";"15""";"External Pro";"Prof. WS"
"HP ProBook 650 G4";"15""";"Integrated";"Integrated GPU (15"">)"
"HP EliteBook x360 1030 G4";"13""";"Integrated";"Thin (13""-14"")"
"HP ZBook 14u G5";"14""";"None";"Thin (13""-14"")"
"MSI GS65 Stealth 8SG";"15""";"External GM";"Gamer GPU (15"">)"
"DELL INSPIRON 5565";"15""";"External MS";"Ex. Mainstream GPU (15"">)"
"MSI WT75 8SM";"16"">";"External Pro";"Prof. WS"
"Getac V110";"<12""";"Integrated";"Mini (<12"")"
"HP ZBook 15v G5";"15""";"External Pro";"Prof. WS"
"DELL INSPIRON 3558";"15""";"Integrated";"Integrated GPU (15"">)"
"MSI GE63VR 7RF Raider";"15""";"External GM";"Gamer GPU (15"">)"
"ASUS ROG Zephyrus GX501GI";"15""";"External GM";"Gamer GPU (15"">)"
"Apple MacBook Early 2015";"<12""";"Integrated";"Mini (<12"")"
"Acer TravelMate P2 (TMP2410-G2-M)";"14""";"Integrated";"Thin (13""-14"")"
"Acer ASPIRE E5-573G-528S";"15""";"External MS";"Ex. Mainstream GPU (15"">)"
"Acer Nitro 5 Spin (NP515-51)";"15""";"External GM";"Gamer GPU (15"">)"
"Acer ASPIRE E5-772G-32DL";"16"">";"External MS";"Ex. Mainstream GPU (15"">)"
"ASUS ROG Strix G731GU";"16"">";"None";"None"
"MSI GP73 8RD Leopard";"16"">";"External GM";"Gamer GPU (15"">)"
"MSI GP65 Leopard 9SD";"15""";"External GM";"Gamer GPU (15"">)"
"ASUS K540LJ";"15""";"External MS";"Ex. Mainstream GPU (15"">)"
"MSI GF63 Thin 9SC";"15""";"External GM";"Gamer GPU (15"">)"
"Alienware 15 R2";"15""";"External GM";"Gamer GPU (15"">)"
"Lenovo Yoga 900 13";"13""";"Integrated";"Thin (13""-14"")"
"Apple MacBook Pro 15 with Retina display Mid 2017";"15""";"External MS";"Ex. Mainstream GPU (15"">)"
"ASUS X555UF";"15""";"External MS";"Ex. Mainstream GPU (15"">)"
"DELL LATITUDE 7414";"15""";"Integrated";"Integrated GPU (15"">)"
"Acer ASPIRE 3 (A315-31)";"15""";"Integrated";"Integrated GPU (15"">)"
"HP ProBook 455 G5";"15""";"Integrated";"Integrated GPU (15"">)"
"MSI GT73EVR 7RE Titan";"16"">";"External GM";"Gamer GPU (15"">)"
"ASUS ROG GL502VT";"15""";"None";"None"
"MSI GT83VR 7RE Titan SLI";"16"">";"External GM";"Gamer GPU (15"">)"
"ASUS Zenbook UX310UF";"13""";"External MS";"Thin (13""-14"")"
"Lenovo V110 14 Intel";"14""";"Integrated";"Thin (13""-14"")"
"ASUS ROG G701VIK";"16"">";"External GM";"Gamer GPU (15"">)"
"MSI P65 Creator 9SG";"15""";"External GM";"Gamer GPU (15"">)"
"MSI GT63 Titan 8RF";"15""";"External GM";"Gamer GPU (15"">)"
"Acer SPIN 5 (SP515-51N)";"15""";"Integrated";"Integrated GPU (15"">)"
"Lenovo IdeaPad 510s 14";"14""";"None";"Thin (13""-14"")"
"Getac X500";"15""";"Integrated";"Integrated GPU (15"">)"
"Lenovo ThinkPad P51";"15""";"External None";"None"
"MSI GE63 8RE Raider RGB";"15""";"External GM";"Gamer GPU (15"">)"
"MSI GS65 Stealth 8SF";"15""";"External GM";"Gamer GPU (15"">)"
"Acer ASPIRE ES1-521-634P";"15""";"Integrated";"Integrated GPU (15"">)"
"HP EliteBook x360 1040 G6";"14""";"Integrated";"Thin (13""-14"")"
"Lenovo THINKPAD X1 Yoga";"14""";"Integrated";"Thin (13""-14"")"
"Lenovo ThinkPad X380 Yoga";"13""";"Integrated";"Thin (13""-14"")"
"MSI GF75 THIN 9SC";"16"">";"External GM";"Gamer GPU (15"">)"
"Acer Predator 15 (G9-592)";"15""";"External GM";"Gamer GPU (15"">)"
"Acer TravelMate P2 (TMP2510-G2-M)";"15""";"Integrated";"Integrated GPU (15"">)"
"Acer ASPIRE E5-571G-32BH";"15""";"External MS";"Ex. Mainstream GPU (15"">)"
"DELL PRECISION 3530";"15""";"External Pro";"Prof. WS"
"Acer TravelMate P4 (TMP449-G3-M)";"14""";"Integrated";"Thin (13""-14"")"
"HP EliteBook 830 G6";"13""";"Integrated";"Thin (13""-14"")"
"Acer ASPIRE E5-573-C68M";"15""";"Integrated";"Integrated GPU (15"">)"
"Acer TravelMate P2 (TMP278-MG)";"16"">";"External MS";"Ex. Mainstream GPU (15"">)"
"HP ZBook 15u G3";"15""";"None";"None"
"Acer ASPIRE E5-573G-34JQ";"15""";"External MS";"Ex. Mainstream GPU (15"">)"
"HP EliteBook x360 1040 G5";"14""";"Integrated";"Thin (13""-14"")"
"MSI GT73EVR 7RF Titan Pro";"16"">";"External GM";"Gamer GPU (15"">)"
"DELL LATITUDE D430";"None";"Integrated";"None"
"ASUS FX553VD";"15""";"External GM";"Gamer GPU (15"">)"
"MSI WE75 9TK";"16"">";"External GM";"Gamer GPU (15"">)"
"MSI GL72 6QF";"16"">";"External GM";"Gamer GPU (15"">)"
"Acer ASPIRE E5-571G-366P";"15""";"External MS";"Ex. Mainstream GPU (15"">)"
"MSI GV62 8RD";"15""";"External GM";"Gamer GPU (15"">)"
"Acer Nitro 5 (AN515-53)";"15""";"External None";"None"
"ASUS VivoBook 17 X705UV";"16"">";"External MS";"Ex. Mainstream GPU (15"">)"
"Acer ASPIRE ES1-520-51WB";"15""";"Integrated";"Integrated GPU (15"">)"
"ASUS ZenBook UX410UQ";"14""";"External MS";"Thin (13""-14"")"
"ASUS N551JB";"15""";"External MS";"Ex. Mainstream GPU (15"">)"
"ASUS K556UQ";"15""";"External MS";"Ex. Mainstream GPU (15"">)"
"HP Envy 13-aq1000";"13""";"None";"Thin (13""-14"")"
"Acer ASPIRE E5-521-45Q4";"15""";"Integrated";"Integrated GPU (15"">)"
"ASUS K555LI";"15""";"External MS";"Ex. Mainstream GPU (15"">)"
"MSI GT80S 6QD Titan SLI";"16"">";"None";"None"
"ASUS A553SA";"15""";"Integrated";"Integrated GPU (15"">)"
"Acer ASPIRE E5-571G-34J9";"15""";"External MS";"Ex. Mainstream GPU (15"">)"
"Acer ASPIRE E5-571-33PQ";"15""";"Integrated";"Integrated GPU (15"">)"
"Acer ASPIRE E5-573-34JQ";"15""";"External MS";"Ex. Mainstream GPU (15"">)"
"MSI GL75 9SEK";"16"">";"External GM";"Gamer GPU (15"">)"
"MSI GV62VR 7RF";"15""";"External GM";"Gamer GPU (15"">)"
"DELL XPS 15 9575";"15""";"External GM";"Gamer GPU (15"">)"
"HP Chromebook 14-q000";"14""";"Integrated";"Thin (13""-14"")"
"DELL Precision 3541";"15""";"External Pro";"Prof. WS"
"Acer ASPIRE E5-571G-31VE";"15""";"External MS";"Ex. Mainstream GPU (15"">)"
"MSI GP72 7RDX Leopard";"16"">";"External GM";"Gamer GPU (15"">)"
"Acer Extensa EX2520";"15""";"Integrated";"Integrated GPU (15"">)"
"Panasonic Toughbook CF-54";"14""";"Integrated";"Thin (13""-14"")"
"HP ZBook Studio G4";"15""";"External Pro";"Prof. WS"
"MSI GS63VR 7RF Stealth Pro";"15""";"External GM";"Gamer GPU (15"">)"
"Alienware 17 R4";"16"">";"External GM";"Gamer GPU (15"">)"
"MSI PL60 7RD";"15""";"External GM";"Gamer GPU (15"">)"
"Acer ASPIRE ES1-522-46WN";"15""";"Integrated";"Integrated GPU (15"">)"
"MSI GE75 Raider 8RF";"16"">";"External GM";"Gamer GPU (15"">)"
"MSI GT73VR 6RF Titan Pro";"16"">";"External GM";"Gamer GPU (15"">)"
"Lenovo IdeaPad 110 14";"14""";"Integrated";"Thin (13""-14"")"
"DELL LATITUDE 7370";"13""";"Integrated";"Thin (13""-14"")"
"MSI GL62MVR 7RFX";"15""";"External GM";"Gamer GPU (15"">)"
"MSI GV62 8RC";"15""";"External GM";"Gamer GPU (15"">)"
"HP PAVILION 14-dd0000 x360";"14""";"Integrated";"Thin (13""-14"")"
"GIGABYTE AORUS X9";"15""";"External GM";"Gamer GPU (15"">)"
"Panasonic TOUGHBOOK CF-19 10.1""";"<12""";"Integrated";"Mini (<12"")"
"Acer ASPIRE E5-571-3980";"15""";"Integrated";"Integrated GPU (15"">)"
"Acer TravelMate P4 (TMP449-G3-MG)";"14""";"External MS";"Thin (13""-14"")"
"Acer ASPIRE E5-532-C7VP";"15""";"Integrated";"Integrated GPU (15"">)"
"Lenovo THINKPAD X1 YOGA (2nd Gen)";"14""";"Integrated";"Thin (13""-14"")"
"Acer ASPIRE E5-573G-31V3";"15""";"External MS";"Ex. Mainstream GPU (15"">)"
"Acer ASPIRE E5-772G-31T6";"16"">";"External MS";"Ex. Mainstream GPU (15"">)"
"Acer ASPIRE E5-772G-32CD";"16"">";"External MS";"Ex. Mainstream GPU (15"">)"
"DELL Latitude 7400 2-in-1";"14""";"Integrated";"Thin (13""-14"")"
"MSI GT73VR 6RE Titan";"16"">";"External GM";"Gamer GPU (15"">)"
"Alienware 15 R3";"15""";"External GM";"Gamer GPU (15"">)"
"ASUS R541UA";"15""";"Integrated";"Integrated GPU (15"">)"
"ASUS VivoBook Max F541UV";"15""";"External MS";"Ex. Mainstream GPU (15"">)"
"ASUS X555UA";"15""";"Integrated";"Integrated GPU (15"">)"
"Acer ASPIRE ES1-571-C3N5";"15""";"Integrated";"Integrated GPU (15"">)"
"Acer ASPIRE E5-573G-53ZF";"15""";"External MS";"Ex. Mainstream GPU (15"">)"
"HP EliteBook 8560w";"15""";"External Pro";"Prof. WS"
"Acer ASPIRE ES1-522-40A0";"15""";"Integrated";"Integrated GPU (15"">)"
"MSI GE63 8SG Raider RGB";"15""";"External GM";"Gamer GPU (15"">)"
"DELL Precision 3540";"15""";"External Pro";"Prof. WS"
"Acer ASPIRE E5-532-P9Y5";"15""";"Integrated";"Integrated GPU (15"">)"
"ASUS VivoBook 15 X505ZA";"15""";"Integrated";"Integrated GPU (15"">)"
"Acer ASPIRE E5-573G-51GS";"15""";"External MS";"Ex. Mainstream GPU (15"">)"
"Acer ASPIRE E5-571-39R5";"15""";"Integrated";"Integrated GPU (15"">)"
"ASUS X756UB";"16"">";"None";"None"
"ASUS R540LA";"15""";"Integrated";"Integrated GPU (15"">)"
"Acer ASPIRE E5-772-34B4";"16"">";"Integrated";"Integrated GPU (15"">)"
"Acer ASPIRE ES1-520-542Z";"15""";"Integrated";"Integrated GPU (15"">)"
"Acer ASPIRE E5-521-493T";"15""";"Integrated";"Integrated GPU (15"">)"
"Acer ASPIRE E5-573G-56SG";"15""";"External MS";"Ex. Mainstream GPU (15"">)"
"DELL LATITUDE 7390 2-in-1";"13""";"Integrated";"Thin (13""-14"")"
"Acer ASPIRE E5-571-32M4";"15""";"Integrated";"Integrated GPU (15"">)"
"Acer ASPIRE E5-532-P8N6";"15""";"Integrated";"Integrated GPU (15"">)"
"Acer Extensa 2510G-345E";"15""";"External MS";"Ex. Mainstream GPU (15"">)"
"Acer ASPIRE E5-571G-34SL";"15""";"None";"None"
"Acer ASPIRE F5-573G-53DG";"15""";"External MS";"Ex. Mainstream GPU (15"">)"
"Acer ASPIRE ES1-571-58HY";"15""";"Integrated";"Integrated GPU (15"">)"
"HP ZBook 17 G5";"16"">";"External Pro";"Prof. WS"
"MSI GT80S 6QE Titan SLI";"16"">";"None";"None"
"DELL LATITUDE 7290";"<12""";"Integrated";"Mini (<12"")"
"ASUS ROG G752VS";"16"">";"External GM";"Gamer GPU (15"">)"
"DELL PRECISION 7730";"16"">";"External Pro";"Prof. WS"
"MSI GE63 8SE Raider RGB";"15""";"External GM";"Gamer GPU (15"">)"
"DELL LATITUDE D531";"15""";"Integrated";"Integrated GPU (15"">)"
"Acer ASPIRE E5-573G-50XA";"15""";"External MS";"Ex. Mainstream GPU (15"">)"
"MSI GV62 8RE";"15""";"External GM";"Gamer GPU (15"">)"
"ASUS R558UF";"15""";"External MS";"Ex. Mainstream GPU (15"">)"
"MSI GS73 8RF Stealth";"16"">";"External GM";"Gamer GPU (15"">)"
"Acer ASPIRE E5-571G-30G2";"15""";"External MS";"Ex. Mainstream GPU (15"">)"
"Acer ASPIRE R5-471T-52ES";"14""";"Integrated";"Thin (13""-14"")"
"Acer ASPIRE F5-571-P6TK";"15""";"Integrated";"Integrated GPU (15"">)"
"MSI GE72VR 7RF Apache Pro";"16"">";"External GM";"Gamer GPU (15"">)"
"MSI GS73 7RE Stealth Pro";"16"">";"External GM";"Gamer GPU (15"">)"
"Acer ASPIRE ES1-522-495D";"15""";"Integrated";"Integrated GPU (15"">)"
"Acer ASPIRE E5-523-6973";"15""";"Integrated";"Integrated GPU (15"">)"
"Fujitsu-Siemens LIFEBOOK S6410";"13""";"None";"Thin (13""-14"")"
"Acer ASPIRE E5-573G-31P0";"15""";"External MS";"Ex. Mainstream GPU (15"">)"
"Acer ASPIRE ES1-522-45UD";"15""";"Integrated";"Integrated GPU (15"">)"
"MSI GE62 7RE Camo Squad Limited Edition";"15""";"External GM";"Gamer GPU (15"">)"
"Acer TravelMate X5 (TMX514-51)";"14""";"Integrated";"Thin (13""-14"")"
"Acer ASPIRE F5-571-C98R";"15""";"Integrated";"Integrated GPU (15"">)"
"Acer ASPIRE ES1-571-36ZX";"15""";"Integrated";"Integrated GPU (15"">)"
"HP EliteBook x360 830 G5";"13""";"Integrated";"Thin (13""-14"")"
"Acer ASPIRE E5-573G-380H";"15""";"External MS";"Ex. Mainstream GPU (15"">)"
"Acer ASPIRE E5-573G-36VL";"15""";"External MS";"Ex. Mainstream GPU (15"">)"
"Acer ASPIRE E5-774-38DF";"16"">";"Integrated";"Integrated GPU (15"">)"
"MSI GS73VR 7RF Stealth Pro";"16"">";"None";"None"
"Acer ASPIRE E5-573-57Y6";"15""";"Integrated";"Integrated GPU (15"">)"
"ASUS R558UQ";"15""";"External MS";"Ex. Mainstream GPU (15"">)"
"Acer ASPIRE E5-573-331J";"15""";"External MS";"Ex. Mainstream GPU (15"">)"
"Acer ASPIRE E5-574-58JM";"15""";"Integrated";"Integrated GPU (15"">)"
"MSI WE73 8SJ";"16"">";"External Pro";"Prof. WS"
"Acer ASPIRE E5-573G-33T6";"15""";"External MS";"Ex. Mainstream GPU (15"">)"
"MSI PE62 7RD";"15""";"External GM";"Gamer GPU (15"">)"
"Acer ASPIRE E5-573-372Y";"15""";"Integrated";"Integrated GPU (15"">)"
"HP ProBook 6460b";"14""";"Integrated";"Thin (13""-14"")"
"Acer ASPIRE E5-573G-39RL";"15""";"External MS";"Ex. Mainstream GPU (15"">)"
"Acer ASPIRE E5-772G-30D7";"16"">";"External MS";"Ex. Mainstream GPU (15"">)"
"Acer ASPIRE E5-571G-33X8";"15""";"External MS";"Ex. Mainstream GPU (15"">)"
"Panasonic TOUGHBOOK CF-XZ6";"<12""";"Integrated";"Mini (<12"")"
"DELL PRECISION 7530";"15""";"External Pro";"Prof. WS"
"Acer ASPIRE ES1-571-326A";"15""";"Integrated";"Integrated GPU (15"">)"
"Acer ASPIRE E5-573G-352D";"15""";"External MS";"Ex. Mainstream GPU (15"">)"
"Acer ASPIRE E5-573G-598B";"15""";"External MS";"Ex. Mainstream GPU (15"">)"
"Acer ASPIRE E5-573G-376D";"15""";"External MS";"Ex. Mainstream GPU (15"">)"
"MSI GF63 Thin 8RCS";"15""";"External GM";"Gamer GPU (15"">)"
"HP ZBook Studio G3";"15""";"None";"None"
"Acer ASPIRE E5-774-35NA";"16"">";"Integrated";"Integrated GPU (15"">)"
"Acer ASPIRE E5-573G-39HC";"15""";"Integrated";"Integrated GPU (15"">)"
"Acer ASPIRE E5-573-P0EB";"15""";"Integrated";"Integrated GPU (15"">)"
"Acer ASPIRE E5-573G-37HW";"15""";"External MS";"Ex. Mainstream GPU (15"">)"
"Acer ASPIRE E5-573-314H";"15""";"Integrated";"Integrated GPU (15"">)"
"Acer ASPIRE E5-573-365Z";"15""";"Integrated";"Integrated GPU (15"">)"
"Acer ASPIRE E5-772-348N";"16"">";"Integrated";"Integrated GPU (15"">)"
"Acer ASPIRE E5-573G-371M";"15""";"External MS";"Ex. Mainstream GPU (15"">)"
"Acer ASPIRE E5-575-325R";"15""";"Integrated";"Integrated GPU (15"">)"
"HP ZBook 17 G4";"16"">";"External Pro";"Prof. WS"
"Acer ASPIRE E5-573G-358T";"15""";"External MS";"Ex. Mainstream GPU (15"">)"
"HP nc6400";"14""";"Integrated";"Thin (13""-14"")"
"ASUS ROG STRIX SCAR II GL564";"15""";"External GM";"Gamer GPU (15"">)"
"MSI GT72 6QE Dominator Pro G";"16"">";"External GM";"Gamer GPU (15"">)"
"MSI GV72VR 7RF";"16"">";"External GM";"Gamer GPU (15"">)"
"DELL LATITUDE 7280";"<12""";"Integrated";"Mini (<12"")"
"HP Spectre Pro x360 G1";"13""";"Integrated";"Thin (13""-14"")"
"MSI WS75 9TJ";"16"">";"External Pro";"Prof. WS"
"MSI GT63 8SG Titan";"15""";"External GM";"Gamer GPU (15"">)"
"HP Chromebook 13 G1";"13""";"Integrated";"Thin (13""-14"")"
"DIGMA CITI E302";"13""";"Integrated";"Thin (13""-14"")"
"MSI WE73 8SK";"16"">";"External Pro";"Prof. WS"
"MSI WS75 9TK";"16"">";"External GM";"Gamer GPU (15"">)"
"MSI P65 Creator 8SF";"15""";"External GM";"Gamer GPU (15"">)"
"DELL Latitude 5300 2-in-1";"13""";"Integrated";"Thin (13""-14"")"
"HP ZBook 15u G4";"15""";"None";"None"
"MSI WT73VR 7RM";"16"">";"External Pro";"Prof. WS"
"MSI GT73VR 6RE Titan SLI";"16"">";"External GM";"Gamer GPU (15"">)"
"MSI GT62VR 6RE Dominator Pro";"15""";"External GM";"Gamer GPU (15"">)"
"MSI GL63 8RE";"15""";"External GM";"Gamer GPU (15"">)"
"MSI PE60 6QD";"15""";"External GM";"Gamer GPU (15"">)"
"MSI WT75 8SL";"16"">";"External Pro";"Prof. WS"
"MSI GT63 8SF Titan";"15""";"External GM";"Gamer GPU (15"">)"
"ASUS ROG Zephyrus GX501VS";"15""";"None";"None"
"HP EliteBook 2560p";"<12""";"Integrated";"Mini (<12"")"
"DIGMA EVE 605";"15""";"Integrated";"Integrated GPU (15"">)"
"Apple MacBook Pro 13 with Retina display Late 2016";"13""";"Integrated";"Thin (13""-14"")"
"MSI WS63 8SK";"15""";"External Pro";"Prof. WS"
"DELL LATITUDE D630";"14""";"Integrated";"Thin (13""-14"")"
"MSI GL73 9SDK";"16"">";"External GM";"Gamer GPU (15"">)"
"MSI PE62 8RC";"15""";"External GM";"Gamer GPU (15"">)"
"DELL INSPIRON 5559";"15""";"None";"None"
"Microsoft Surface Book with Performance Base";"13""";"External GM";"Thin (13""-14"")"
"HP EliteBook 2530p";"<12""";"Integrated";"Mini (<12"")"
